,Title,Description,Company,Location,Actively_Hiring,ListDate,DaysAgo,Link,Latest,Scraped
11,Stage PFE Data Scientist-(H/F),"Vos missions au quotidien


Le Stagiaire Data Scientist a pour mission la conception, le développement et l'amélioration de modèles analytiques permettant de créer de la valeur ajoutée pour les métiers et d'aider la banque dans ses prises de décision.",Société Générale Maroc,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/stage-pfe-data-scientist-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-maroc-3769217813?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=8pimYERKS%2BnYGF5aQzkFYA%3D%3D&position=12&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
17,Senior Data Scientist,"Leyton Morocco provides high-value support to the group in business and engineering services. Our skilled resources and multilingual abilities enable us to serve a diverse customer base worldwide, expertly navigating even the most complex processes.
Our expertise revolves around several activities: innovation funding, consulting, energy, and outsourced services.",Leyton,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/senior-data-scientist-at-leyton-3771451195?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=2RFoZCaBKNQl7%2BBqX2Btcw%3D%3D&position=18&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
16,Data Scientist Senior Ref. 005137,"Missions :
Data exploration des données
Restructuration et transformation de la Data en nouveaux formats appropriés pour le traitement.
Enrichissement de la donnée, souvent grâce au cross ou grâce au retour des data Stewart.",Novancy One | Digital Talent Recruitment,Morocco,No,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/data-scientist-senior-ref-005137-at-novancy-one-%C2%A0recrutement-de-talents-du-digital-3768066665?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=FuiRubUvh9sZa355DyizCQ%3D%3D&position=17&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
52,Ingénieur DevOps (H/F),"Poste :
Missions :
- Développer des outils en python,
- Développer et maintenir les infrastructures techniques et logicielles qui supportent l'automatisation.",Sofrecom Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-devops-h-f-at-sofrecom-maroc-3776566736?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=tVHpCK9dJrf5WmBSap5HDw%3D%3D&position=3&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
48,Développeur Java/BigData (H/F),"Pour notre centre de services international à Casablanca, nous recrutons un Développeur Java avec un intérêt d'évoluer sur un projet Big Data.
Vous serez amené dans le cadre d’un projet agile à:
Contribuer à l’élaboration des propositions fonctionnelles de la solution applicative ou de son évolution en collaboration avec l’équipe étude.",Sofrecom Maroc,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-bigdata-h-f-at-sofrecom-maroc-3774473270?refId=n916p2LTUfxgPdjKOmIpFA%3D%3D&trackingId=V2W4PRJk8EMgbNZRM4WgRQ%3D%3D&position=24&pageNum=1&trk=public_jobs_jserp-result_search-card,1,2023-12-23
10,Stage PFE - Data scientist/ Risque,"Mission:
Rattaché(e) à la Direction des risques, vous serez en charge de développer une interface interactive exploitant différentes bases de données et permettant de restituer les indicateurs souhaités par différents niveaux d’agrégation.",Société Générale Maroc,"Casablanca, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/stage-pfe-data-scientist-risque-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-maroc-3774712026?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=OFQZfibLLJU1m2OJpMrCUA%3D%3D&position=11&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
62,Développeur JavaScript,"Nous recherchons un développeur Javascript senior dynamique et passionné pour rejoindre notre équipe IT. Le candidat idéal aura une solide expérience en développement Javascript senior, une bonne compréhension des technologies de l'information et sera capable de contribuer à des projets innovants.",Constellio,Morocco,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-javascript-at-constellio-3768081719?refId=2eY%2BA3f2K%2FFRapp6aHK%2B8w%3D%3D&trackingId=W4SMOpx00sU6ivmaR4MR6A%3D%3D&position=13&pageNum=2&trk=public_jobs_jserp-result_search-card,1,2023-12-23
180,Ingénieur Concepteur Développeur Front End (Rabat),"Pour la croissance de nos équipes Front-End,SQLI ISC Marocrecherche des personnes passionnées par le développement.

Le savoir-être est l’une de nos priorités et nous recherchons des talents qui pourront avant tout s’épanouir au sein de l’équipe.



En tant qu', vous aurez à Intervenir sur des projets pour nos clients de toutes tailles et de tous secteurs, en offrant un panorama métier riche et varié. L'exigence de nos équipes nous impose de remettre en cause nos compétences et notre savoir-faire tous les jours, pour permettre à la technologie d'être au service de la satisfaction de nos clients.",SQLI,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-concepteur-d%C3%A9veloppeur-front-end-rabat-at-sqli-3769272327?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=8BPym4iDvBuK9d3YtEWx7A%3D%3D&position=7&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
232,Ingénieur Validation et Vérification logiciel,,Scalian,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-validation-et-v%C3%A9rification-logiciel-at-scalian-3731381625?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=qbuv96jWZMXONU5hFNbG4Q%3D%3D&position=9&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
174,Développeur migration des données,,Constellio,Morocco,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-migration-des-donn%C3%A9es-at-constellio-3768069491?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=gi2tj7Kq23AEg1vs26Rm2A%3D%3D&position=1&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
159,ADAS System enginer,"Capgemini Engineering est la marque du groupe Capgemini réunissant les services d'ingénierie et de R&D d’Altran, leader mondial du secteur dont Capgemini a finalisé l’acquisition en 2020, et l’expertise de Capgemini dans le domaine du digital manufacturing. Grâce à une connaissance sectorielle approfondie et à la maîtrise des technologies digitales et logicielles de pointe, Capgemini Engineering accompagne la convergence des mondes physique et numérique. Conjuguée avec l’ensemble des capacités du Groupe, elle aide les entreprises à accélérer leur transformation vers l'Intelligent Industry. Capgemini Engineering compte plus de 52 000 ingénieurs et scientifiques dans plus de 30 pays, dans des secteurs tels que l'aéronautique, l'automobile, le ferroviaire, les communications, l'énergie, les sciences de la vie, les semi-conducteurs, les logiciels et l'Internet, le spatial et la défense, et les biens de consommation.",Capgemini Engineering,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/adas-system-enginer-at-capgemini-engineering-3766949519?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=CznXZP0YBkyuoiw7oKygpQ%3D%3D&position=11&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
156,Concepteur Développeur PHP (H/F),"Poste:
Au sein du train SAFe IAC (Infra-as-Code) qui a pour objectif de délivrer des solutions d’Infrastructures As code IT pour l’ensemble des projets de DTSI d’Orange France, un chantier est lancé afin de donner la possibilité à des utilisateurs (exploitants, consommateurs d’infra, etc…) de consulter via customer care (IHM Web) les produits qu’ils ont souscrit. Pour cela, un collectif constitué d’un Product Owner, d’un développeur et d’un architecte a été constitué pour répondre au besoin.",Sofrecom Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-php-h-f-at-sofrecom-maroc-3755670930?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=APdD6R5HZYDtEFatRLsWpQ%3D%3D&position=8&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
155,Ingénieur Système LINUX Confirmé ( H/F),"Notre client, acteur majeur sur le marché bancaire, accélère sa stratégie de développement et recherche actuellement un Ingénieur Système Linux Confirmé H/F.
En acceptant ce poste, vous ferez partie d'une équipe internationale, innovante et reconnue dans le monde entier.",anywr.io,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-linux-confirm%C3%A9-h-f-at-anywr-io-3770169226?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=RadSgABxmIMqPsPT6%2BN2qQ%3D%3D&position=7&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
150,Concepteur Développeur Full-Stack (H/F),"Poste :
Pour accompagner la croissance de notre activité au sein du centre de services international de Casablanca, nous recrutons un Concepteur Développeur Full-Stack
Au sein d'une équipe pluridisciplinaire fonctionnant en mode agile Kanban, vous participerez à l’ensemble des phases du projet de la conception à la mise en production.",Sofrecom Maroc,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-full-stack-h-f-at-sofrecom-maroc-3774474115?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=%2FW1bSpYoYJHr3FmnheWavA%3D%3D&position=2&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
194,Ingénieur système Windows (H/F),"De formation Bac +5, Vous possèdez une ou plusieurs expériences significatives de 5 ans ou plus autour du sujet de l’ingénierie et l’industrialisation de systèmes Windows.
Des connaissances approfondies et de l’expertise sur les environnements Windows est nécessaire et indispensable.",Sofrecom Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-syst%C3%A8me-windows-h-f-at-sofrecom-maroc-3776568348?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=R0XcCXmvObH7FFrNOEfuXw%3D%3D&position=21&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
144,Développeur Salesforce F/H,"Vous êtes à la recherche de nouveaux challenges dans le domaine des technologies informatiques ?
Rejoignez les équipes VISEO Maroc.
Vos missions :
Dans un contexte agile, nous recherchons des Développeurs Salesforce Confirmés / Seniors.",VISEO,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-salesforce-f-h-at-viseo-3769507259?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=QyDCBG0LnSA7rju2e24keA%3D%3D&position=21&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
139,Data Engineer (H/F),"Poste :
Pour accompagner la croissance de notre activité au sein du centre de services international de Casablanca, nous recrutons un Data Engineer
Construire un produit de data issu de différentes sources de données du groupe pour une finalité/automate/use case (avec l’aide / soutien des métiers du domaine)",Sofrecom Maroc,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/data-engineer-h-f-at-sofrecom-maroc-3776012358?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=ClsRMET8uBSLK0THycibLg%3D%3D&position=16&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
132,[CDI] Ingénieur Microsoft 365,"Et si vous rejoigniez la communauté Astek ?

En tant qu'ingénieur Microsoft 365, vous serez responsable de la gestion, de la maintenance et de l'optimisation de la suite Microsoft 365 pour l'entreprise. Vous travaillerez en étroite collaboration avec les équipes informatiques pour garantir que les services et les applications Microsoft 365 sont déployés, configurés et gérés de manière efficace et sécurisée.",Astek Morocco,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/cdi-ing%C3%A9nieur-microsoft-365-at-astek-morocco-3769092137?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=FuoVyayocuhDjpgJEwK%2Bhw%3D%3D&position=9&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
200,Ingénieur Cloud Ops - DevOps,"Vos missions au quotidien

Vous serez basé à Casablanca, au sein de la filiale SG Africa Technologies & Services (SG ATS).

Au sein du département Recherche & Développement, vous rejoindrez l’équipe Cloud Operations, responsable sur la

gestion, le monitoring et l’optimisation des infrastructures, applications et services basés sur le cloud public (Azure) et

interne (On-Premise).





parties prenantes (ex : équipes de prod, de dev et les équipes Microsoft)





















Créée en 2014, SG ATS est une filiale du Groupe Société Générale qui fournit des solutions agiles et efficaces aux salles des marchés SG en Europe (principalement à Paris et Londres) afin de les aider à se développer et à répondre aux exigences de plus en plus fortes imposées par les différentes législations bancaires internationales.

Forte de son succès, SG ATS ambitionne de devenir un centre multi-services, toujours en fournissant des prestations à forte valeur ajoutée à différentes lignes de métiers du Groupe sur des activités de marchés, mais également à la direction des risques, la direction financière, la direction de la conformité et à d’autres directions centrales.

Sacrée « Meilleur Employeur 2023 – Maroc » SG ATS est une structure jeune, dynamique qui positionne le capital humain au centre de son développement. SG ATS souhaite donc s’entourer de talents qui participeront activement à la réussite de l’entreprise tout en évoluant dans un environnement international propice au développement de compétences à forte valeur ajoutée.

« Les informations recueillies sur ce site font l’objet d’un traitement destiné à répondre aux besoins de recrutement de la société SG ATS. Ces données sont traitées par les services internes de la société. Conformément à la loi n° 09-08 promulguée par le Dahir 1-09-15 du 18 février 2009, relative à la protection des personnes physiques à l’égard du traitement des données à caractère personnel, vous bénéficiez d’un droit d’accès et de rectification aux informations qui vous concernent, que vous pouvez exercer en vous adressant à donnees-personnelles.sgats@sgcib.com .Vous pouvez également, pour des motifs légitimes, vous opposer à ce que les données qui vous concernent fassent l’objet d’un traitement. Ces données peuvent faire l’objet d’un transfert à l’étranger. Ces traitements ont été notifiés et autorisés par la CNDP sous les numéros A-RH-354/2016 et T-RH-129/2016.

Nous sommes un et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à , quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.",Societe Generale,"Mechouar, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-cloud-ops-devops-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-3775632924?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=WwY3n6O2HT%2BzN95Gso5eWw%3D%3D&position=2&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
131,Senior Devops Engineer,"Poste :

Assurer le développement et la mise à disposition à l'ensemble de l'entreprise d'outils informatiques performants et adaptés à notre activité. Composante clé de l'entreprise, elle permet des activités aussi fondamentales que la livraison des marchandises dans les magasins, l'encaissement, le calcul des prix ou encore l'exécution des programmes de fidélisation.",DXC Technology Morocco,"Casablanca-Settat, Morocco",No,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/senior-devops-engineer-at-dxc-technology-morocco-3767576000?refId=RCJB3gyiZqafHXLg16esQw%3D%3D&trackingId=FTBQDo0NmR5cYC6D%2Bd%2BDcA%3D%3D&position=8&pageNum=5&trk=public_jobs_jserp-result_search-card,1,2023-12-23
205,Data Engineer Senior Ref. 005135,"Missions :
Concevoir, développer, opérationnaliser, sécuriser et surveiller des systèmes de stockage, de traitement et de visualisation de données
Développer et opérationnaliser des systèmes de stockage, de traitement et de visualisation de données",Novancy One | Digital Talent Recruitment,Morocco,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/data-engineer-senior-ref-005135-at-novancy-one-%C2%A0recrutement-de-talents-du-digital-3768072040?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=9FkU28S3AxaHvKeN1iurew%3D%3D&position=7&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
77,Developpeur Fullstack,"Do you want a job with a purpose?

And do you want to make healthcare safer, better and more reliable?



Le groupe est le Avec des produits distribués dans plus de le groupe occupe une position de leader dans les principaux pays européens en Allemagne, en Italie, au Royaume-Uni, en France et en Espagne.

Dedalus compte aujourd’hui, plus de , dont , avec une impressionnante plateforme de R&D de plus 2700 personnes à travers le monde.

Dedalus se développe au Maroc via sa filiale depuis 2013. Ces deux dernières années son développement s'est fortement accéléré avec l'implémentation des nouvelles activités R&D.

Afin accompagner notre forte croissance, nous recherchons un.e :



Le Développeur Full-stack conçoit, développe, maintient et améliore le code de nos applications, de la phase d’étude à son intégration, dans un contexte agile.















De formation initiale (BAC+5) en informatique, vous justifiez de dans un poste équivalent.

, vous êtes reconnu pour vos capacités . Vous savez ainsi que travailler sur des

Vous maitrisez l’environnement de développement suivant :



Vous êtes reconnu(e) pour votre capacité de communication, votre agilité et votre rigueur.

Vous avez un , ce qui vous permet d’évoluer dans une équipe internationale.

Du télétravail sera possible après une période de monté en compétences.",Dedalus,"Dar Chaffai, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/developpeur-fullstack-at-dedalus-3772694090?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=3aOSfSRRbEyyxPnhyvzlSQ%3D%3D&position=3&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
121,Embedded Software Engineer,"Founded in 2008, SII SERVICE MOROCCO is a Digital Services Company subsidiary of the SII group.

Our hybrid positioning around the Technology Consulting and Digital Services, allows us to accompany large groups of all economic sectors, in the integration of new technologies and methods of innovation management. Our mission: to make information systems evolve and contribute to the design and development of our clients' future products or services!",SII SERVICES MAROC,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/embedded-software-engineer-at-sii-services-maroc-3774710372?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=9KiEYVktzLhKDA0GwyGBhg%3D%3D&position=23&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
0,Data Scientist-(H/F),"Vos missions au quotidien

Le Data Scientist a pour mission la conception, le développement et l'amélioration de modèles analytiques permettant de créer de la valeur ajoutée pour les métiers et d'aider la banque dans ses prises de décision.

Missions principales :



Profil recherché :


Compétences métier :



Chez Société Générale, nous sommes convaincus que les personnes sont moteurs du changement, et que le monde de demain sera fait de toutes leurs initiatives, des plus petites aux plus ambitieuses.

Que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d’avoir un impact positif sur l’avenir. Créer, oser, innover, entreprendre font partie de notre ADN.

Si vous aussi vous souhaitez être dans l’action, évoluer dans un environnement stimulant et bienveillant, vous sentir utile au quotidien et développer ou renforcer votre expertise, nous sommes faits pour nous rencontrer !",Société Générale Maroc,"Casablanca, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/data-scientist-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-maroc-3750845779?refId=Uuri8H0yRPKNHis5VgCTUQ%3D%3D&trackingId=VS3S9AF9GlrrEZR4kVQ1BA%3D%3D&position=1&pageNum=0&trk=public_jobs_jserp-result_search-card,1,2023-12-23
104,Développeur Full-Stack-(H/F),"22000PBL

Vos missions au quotidien

Le développeur Fullstack a pour mission principale de participer aux développements logiciels des produits tout en apportant un support technique et d’œuvrer dans l’amélioration continue des processus en cours, dans le but d’améliorer la qualité et la technicité des produits, et d’optimiser les temps de développement tout en assurant la conformité de la conception et du développement des logiciels vis-à-vis des normes et spécifications en vigueur.

L’objectif principal du développeur Fullstack est de participer à la programmation des produits digitaux. Dans ce cadre, il doit :


Participer aux cérémonies Agile (poker planning, sprint planning, dailyscrum, revue de sprint, rétrospective)


Profil requis:




Chez Société Générale, nous sommes convaincus que les personnes sont moteurs du changement, et que le monde de demain sera fait de toutes leurs initiatives, des plus petites aux plus ambitieuses.

Que vous nous rejoigniez pour quelques mois, quelques années ou toute votre carrière, ensemble nous avons les moyens d’avoir un impact positif sur l’avenir. Créer, oser, innover, entreprendre font partie de notre ADN.

Si vous aussi vous souhaitez être dans l’action, évoluer dans un environnement stimulant et bienveillant, vous sentir utile au quotidien et développer ou renforcer votre expertise, nous sommes faits pour nous rencontrer !

Vous hésitez encore ?

Sachez que nos collaborateurs peuvent s’engager quelques jours par an pour des actions de solidarité sur leur temps de travail : parrainer des personnes en difficulté dans leur orientation ou leur insertion professionnelle, participer à l’éducation financière de jeunes en apprentissage ou encore partager leurs compétences avec une association. Les formats d’engagement sont multiples.

Nous sommes un et nous sommes fiers de faire de la diversité une force pour notre entreprise. Le groupe s’engage à reconnaître et à , quels que soient leurs croyances, âge, handicap, origine ethnique, nationalité, appartenance à une organisation politique, religieuse, syndicale ou à une minorité, ou toute autre caractéristique qui pourrait faire l’objet d’une discrimination.",Société Générale Maroc,"Casablanca, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-full-stack-h-f-at-soci%C3%A9t%C3%A9-g%C3%A9n%C3%A9rale-maroc-3769283102?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=b4FMP0ZMIlMdR23jNWW9BQ%3D%3D&position=6&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
229,Concepteur Développeur Java Spring Confirmé/Senior (H/F),"Poste :
Pour accompagner la croissance de notre activité au sein du centre de services international de Casablanca, nous recrutons un Concepteur Développeur Java Spring Confirmé/Senior
Le périmètre Homologation consiste à fiabiliser le processus de commande et livraison des offres Mobile d’Orange souscrites sur le canal Web ou par un téléconseiller.",Sofrecom Maroc,"Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/concepteur-d%C3%A9veloppeur-java-spring-confirm%C3%A9-senior-h-f-at-sofrecom-maroc-3774467376?refId=hktsH6qXRGndRKFGPE4Axw%3D%3D&trackingId=M6BJaqkb4ROPqGbBoZrfgQ%3D%3D&position=6&pageNum=9&trk=public_jobs_jserp-result_search-card,1,2023-12-23
109,SQL Developer,"About HCL Technologies

HCLTech is a global technology company, home to 219,000+ people across 54 countries, delivering industry-leading capabilities centered around digital, engineering and cloud, powered by a broad portfolio of technology services and products. We work with clients across all major verticals, providing industry solutions for Financial Services, Manufacturing, Life Sciences and Healthcare, Technology and Services, Telecom and Media, Retail and CPG, and Public Services. Consolidated revenues as of 12 months ending September 2022 totaled $12.1 billion.",HCLTech,Rabat Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/sql-developer-at-hcltech-3769563268?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=%2B1q9v9ILVJZO9r2elicRUg%3D%3D&position=11&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
94,Statistical Programmer,"SAS Programmer - All levels!

Permanent contract or Freelance

First, did you know that AKKA Belgium is going to be AKKODIS soon? Because of the merger with MODIS. AKKODIS is a global leader in the engineering and R&D market that is leveraging the power of connected data to accelerate innovation and digital transformation.",Akkodis,Morocco,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/statistical-programmer-at-akkodis-3772474449?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=7E3g3QqgZRfv%2FB0PhXGx9A%3D%3D&position=20&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
177,Senior Full Stack Software Engineer,"We are Hiring an English-Speaking Senior Full Stack Software Engineer to be part of Imedia24 GmbH International team to design & implement Solutions & Features for e-commerce Platforms in Germany.

Imedia24 GmbH, a German based company in Munich; specialized in providing Digitalised solutions, IT Consulting and services to organisations & businesses to help them monitor and optimize Products; Operations and transactions using the latest technologies.",iMedia24 GmbH,Morocco,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/senior-full-stack-software-engineer-at-imedia24-gmbh-3768097638?refId=BXgqCJirAP1xCnHqv%2Fjo1w%3D%3D&trackingId=8yJSJRYzmhY3h62M8LSmog%3D%3D&position=4&pageNum=7&trk=public_jobs_jserp-result_search-card,1,2023-12-23
218,Ingénieur technico Fonctionnel,"DESCRIPTION DE LA PRESTATION :
Assurant le rôle de Functionnal Leader d’une Feature Team de développement dans une organisation d’agilité synchronisée, il est le garant fonctionnel des livrables effectués par l’équipe. De ce fait, il s’occupe des analyses d’impacts, des études fonctionnelles, des spécifications ainsi que des phases de test. Il assure également le support aux développeurs sur les aspects fonctionnels de la solution, s’occupe des analyses de defect afin d’identifier la source et consolide les root causes analysis. Il devra également se synchroniser avec son PO et avec les autres leaders fonctionnels des autres Features Teams afin d’avoir une cohérence globale sur le produit.",Orange Business Maroc,"Rabat, Rabat-Salé-Kenitra, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/ing%C3%A9nieur-technico-fonctionnel-at-orange-business-maroc-3775716557?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=%2FdyyCN9GlWb36x6JKyqQ0g%3D%3D&position=20&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
219,IT Quant Developer Ref. 004051,,Novancy One | Digital Talent Recruitment,"Casablanca, Casablanca-Settat, Morocco",Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/it-quant-developer-ref-004051-at-novancy-one-%C2%A0recrutement-de-talents-du-digital-3768788167?refId=vx5kufV6e0JwPGL0GBU47g%3D%3D&trackingId=Y0D77wiB9pR4dVF6d5e9rA%3D%3D&position=21&pageNum=8&trk=public_jobs_jserp-result_search-card,1,2023-12-23
120,Senior Big Data Engineer,Leyton Morocco is an international Center of Excellence which provides high added value support to the group in business and engineering services. Our talented resources and multilingual skills allow us to meet the needs of a wider customer base around the world and handle a complex processes.,Leyton,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/senior-big-data-engineer-at-leyton-3771452280?refId=MPXEVUZgP0n1B1UJcfwYwg%3D%3D&trackingId=xhWSQVCBfgk5QDX79ranng%3D%3D&position=22&pageNum=4&trk=public_jobs_jserp-result_search-card,1,2023-12-23
98,Développeur Java/Angular (H/F),"Maltem Africa est la filiale marocaine de conseil en transformation numérique et innovation du groupe international Maltem Consulting.
Nos valeurs reposent sur des principes simples à savoir : excellence, partage, bien-être et impact société.
Sur ce dernier point, Maltem Africa s'est engagé depuis ses débuts dans de multiples initiatives afin d'essayer de créer un monde meilleur. Rejoindre notre entreprise, c'est participer aussi collectivement à cet objectif.",Maltem Africa,Casablanca Metropolitan Area,Yes,3 weeks ago,21.0,https://ma.linkedin.com/jobs/view/d%C3%A9veloppeur-java-angular-h-f-at-maltem-africa-3775388127?refId=PZg2iExorw0FQMmmqLrxrg%3D%3D&trackingId=qGcINyg89217n3TNqIMOMw%3D%3D&position=24&pageNum=3&trk=public_jobs_jserp-result_search-card,1,2023-12-23
171,Tech lead Fullstack H/F,"Contexte
Notre client, acteur majeur sur le marché bancaire, accélère sa stratégie de développement et recherche actuellement un Tech Lead Fullstack
Votre profil :",Anywr,Casablanca Metropolitan Area,Yes,4 weeks ago,28.0,https://ma.linkedin.com/jobs/view/tech-lead-fullstack-h-f-at-anywr-3765625522?refId=L29NqyAoCNvcD5enqyjVPg%3D%3D&trackingId=H3%2F4km%2BQRkK6GltMyfQExA%3D%3D&position=23&pageNum=6&trk=public_jobs_jserp-result_search-card,1,2023-12-23
